age,revenu_mensuel,revolving_utilization,debt_ratio,nb_open_credit_lines,nb_real_estate_loans,nb_dependents,nb_30_59_days_late,nb_60_89_days_late,nb_90_days_late,SeriousDlqin2yrs
33,3104.0,0.447,0.329,5,0,2,0,0,0,0
20,2500.0,0.247,0.31,4,0,1,0,0,0,0
30,4933.0,0.332,0.358,5,1,2,1,0,0,0
34,8654.0,0.107,0.224,2,1,2,0,2,0,1
44,4889.0,0.212,0.48,4,2,2,2,0,0,0
37,13802.0,0.231,0.128,4,0,1,1,0,0,0
45,2500.0,0.199,0.174,3,0,0,1,1,0,1
51,2500.0,0.101,0.081,2,0,1,1,0,0,0
48,2500.0,0.204,0.045,3,0,1,1,0,0,0
42,3845.0,0.196,0.324,6,0,3,0,1,0,1
38,2500.0,0.137,0.451,6,0,2,0,0,0,0
28,2596.0,0.23,0.227,5,0,3,1,0,0,0
45,4814.0,0.204,0.315,3,0,2,1,0,0,1
54,2500.0,0.577,0.37,3,0,1,0,0,0,0
41,2500.0,0.406,0.172,5,0,1,0,0,0,0
57,3043.0,0.2,0.352,2,0,1,0,0,0,0
22,3175.0,0.082,0.065,5,0,2,0,0,0,0
26,5736.0,0.192,0.285,4,0,1,0,0,0,0
46,2500.0,0.414,0.393,4,0,0,0,0,0,0
40,2633.0,0.246,0.518,4,0,0,1,0,0,1
51,4730.0,0.381,0.286,3,1,2,0,0,0,0
37,5222.0,0.162,0.402,7,0,1,1,0,1,0
29,6925.0,0.142,0.129,2,0,0,0,0,0,1
35,4497.0,0.17,0.176,3,1,3,0,0,0,0
22,3861.0,0.346,0.212,9,0,1,0,0,0,0
26,4716.0,0.127,0.309,4,2,1,1,1,0,0
47,3228.0,0.447,0.357,5,0,0,0,0,0,0
46,3217.0,0.563,0.518,1,0,0,0,0,0,0
41,2500.0,0.232,0.278,6,0,2,0,0,0,0
20,5443.0,0.417,0.17,3,1,3,0,0,0,0
34,4004.0,0.327,0.075,3,0,2,0,1,0,0
25,5165.0,0.178,0.109,5,0,0,0,0,0,0
49,2500.0,0.316,0.134,8,0,0,0,0,0,0
32,3565.0,0.533,0.19,6,0,0,0,1,0,1
27,2500.0,0.377,0.296,3,0,4,0,0,0,0
38,7155.0,0.455,0.36,2,0,2,0,0,0,0
31,4800.0,0.282,0.064,4,0,0,0,0,0,0
52,4046.0,0.122,0.66,4,0,1,1,1,0,1
30,2998.0,0.188,0.063,5,0,1,0,0,0,0
24,4354.0,0.331,0.571,6,2,0,0,0,0,0
20,2500.0,0.605,0.073,6,0,1,2,0,0,1
37,3481.0,0.407,0.366,4,0,1,0,0,0,1
32,2807.0,0.272,0.427,4,1,0,0,0,0,0
23,10096.0,0.215,0.122,4,0,2,2,0,0,0
49,7055.0,0.326,0.286,6,0,4,1,0,0,1
44,5874.0,0.219,0.682,8,0,2,1,1,0,0
37,2500.0,0.242,0.255,6,0,0,0,0,0,0
51,5372.0,0.022,0.287,4,0,2,1,0,0,0
44,3962.0,0.301,0.432,1,0,0,0,0,0,0
29,6314.0,0.208,0.434,4,0,1,0,0,0,0
27,4209.0,0.462,0.157,6,1,1,0,0,0,0
46,3630.0,0.274,0.219,3,0,1,2,1,0,1
41,4045.0,0.16,0.664,2,0,0,0,0,0,0
39,2500.0,0.197,0.193,6,0,1,0,0,0,0
29,2578.0,0.652,0.398,2,1,2,2,0,0,0
44,4307.0,0.407,0.594,9,0,2,1,1,0,1
30,6080.0,0.243,0.223,4,1,2,0,0,0,0
36,2842.0,0.364,0.167,6,0,0,0,1,0,0
52,3575.0,0.297,0.073,7,2,1,0,0,0,0
31,2500.0,0.407,0.176,4,0,1,0,0,0,0
22,7021.0,0.19,0.551,6,0,2,0,0,0,0
27,6010.0,0.476,0.283,4,0,1,0,0,0,0
47,4883.0,0.59,0.546,6,0,3,0,0,1,1
40,4372.0,0.26,0.371,2,1,2,0,0,0,0
36,7322.0,0.132,0.288,4,1,0,0,2,0,1
32,2534.0,0.496,0.086,4,1,0,0,0,0,0
42,2500.0,0.228,0.36,3,0,0,0,0,0,0
29,5870.0,0.287,0.456,4,0,1,0,0,0,0
41,5696.0,0.26,0.357,3,0,1,0,0,0,0
30,2500.0,0.289,0.378,3,0,0,0,0,1,1
29,2867.0,0.436,0.34,4,1,1,0,0,0,0
31,7786.0,0.648,0.547,4,1,1,1,0,0,1
34,4382.0,0.345,0.35,4,0,0,0,0,0,0
37,5189.0,0.223,0.16,4,0,0,0,1,0,0
40,2500.0,0.601,0.186,3,0,2,0,1,0,0
20,4893.0,0.181,0.312,4,1,2,0,0,0,0
29,2500.0,0.198,0.682,5,0,0,0,0,0,0
34,2500.0,0.583,0.263,3,1,1,0,0,0,1
53,5050.0,0.088,0.616,2,0,2,1,1,0,1
27,6943.0,0.312,0.285,4,0,1,0,0,1,0
39,3248.0,0.122,0.337,2,1,2,1,0,0,1
52,2847.0,0.142,0.464,1,0,3,0,0,0,1
24,7863.0,0.544,0.317,7,0,4,1,0,0,0
41,3335.0,0.279,0.313,7,1,0,0,0,0,0
29,3535.0,0.649,0.574,1,1,3,0,1,0,0
32,7803.0,0.335,0.239,2,0,2,0,0,0,0
29,3105.0,0.227,0.04,8,0,1,1,0,0,0
30,2713.0,0.043,0.129,4,2,1,0,0,0,0
65,5255.0,0.297,0.424,5,1,1,0,0,0,0
46,2643.0,0.125,0.419,3,0,2,0,1,0,1
49,3412.0,0.381,0.32,3,0,2,0,0,0,0
42,2500.0,0.228,0.114,2,0,1,1,0,0,0
21,3958.0,0.203,0.434,5,0,0,0,0,0,0
41,3754.0,0.343,0.384,4,1,3,1,1,1,1
48,5629.0,0.207,0.428,2,0,0,1,0,0,0
29,5355.0,0.14,0.267,4,0,1,0,0,0,0
47,4667.0,0.277,0.074,1,0,1,0,0,0,0
45,4348.0,0.084,0.178,5,1,2,0,0,1,0
56,3523.0,0.236,0.172,4,0,1,1,0,0,0
33,4790.0,0.181,0.378,5,2,2,0,0,0,0
27,2500.0,0.379,0.27,6,0,3,0,0,0,0
34,2500.0,0.087,0.204,1,1,2,0,1,0,0
52,6142.0,0.267,0.478,4,1,0,0,0,0,0
20,4931.0,0.362,0.394,2,0,0,0,0,0,0
20,3439.0,0.199,0.376,3,1,4,2,0,0,0
38,5905.0,0.24,0.276,3,1,0,1,0,0,0
33,2620.0,0.451,0.558,4,0,1,0,0,0,0
38,2651.0,0.251,0.294,4,0,3,2,0,0,0
47,2500.0,0.611,0.382,3,0,2,0,0,0,0
32,4701.0,0.575,0.063,6,2,1,0,0,0,0
20,2500.0,0.267,0.191,6,2,1,0,0,0,0
58,2578.0,0.104,0.443,3,2,1,1,0,0,0
28,4148.0,0.44,0.41,3,1,2,0,1,0,1
27,2500.0,0.566,0.405,5,0,1,0,0,0,0
49,2705.0,0.296,0.112,3,0,0,0,0,0,0
34,2500.0,0.425,0.6,5,0,0,1,0,0,0
37,4782.0,0.247,0.221,3,1,1,1,0,0,0
42,2672.0,0.379,0.299,4,1,2,1,0,0,0
48,2500.0,0.17,0.217,3,0,0,1,0,1,1
34,2500.0,0.103,0.381,1,2,1,0,0,1,0
53,3016.0,0.707,0.295,2,0,1,0,0,1,0
20,2500.0,0.618,0.614,5,0,3,0,0,0,1
45,8726.0,0.282,0.071,7,0,3,0,0,1,0
29,2500.0,0.299,0.138,6,0,2,0,0,0,0
51,2973.0,0.17,0.427,4,0,2,0,0,0,0
39,3820.0,0.334,0.635,4,1,2,0,0,0,0
31,2569.0,0.023,0.554,5,1,0,0,0,0,0
44,4006.0,0.431,0.46,4,1,2,1,0,0,0
46,2541.0,0.143,0.226,1,0,4,0,0,0,0
44,7248.0,0.224,0.238,6,1,0,1,0,0,0
27,2500.0,0.134,0.314,6,1,0,1,0,0,0
33,2500.0,0.165,0.371,3,0,3,1,0,0,0
37,2500.0,0.154,0.65,8,0,0,0,0,1,0
37,4333.0,0.319,0.268,2,1,0,1,0,0,0
45,3453.0,0.279,0.127,9,1,2,0,0,0,0
20,5107.0,0.418,0.593,7,0,0,0,0,0,0
41,4563.0,0.512,0.303,2,1,1,1,0,0,0
35,2734.0,0.371,0.246,9,0,1,0,0,0,0
29,2922.0,0.126,0.349,3,1,2,0,0,0,0
30,3061.0,0.113,0.268,5,1,1,1,0,0,0
35,8501.0,0.121,0.39,10,0,0,0,0,1,0
20,4968.0,0.362,0.262,6,1,0,0,0,0,0
30,8529.0,0.619,0.483,3,0,3,1,0,0,0
29,5315.0,0.349,0.613,5,0,0,0,0,0,0
43,3538.0,0.256,0.628,3,0,0,1,0,0,0
29,2500.0,0.319,0.387,3,1,1,1,0,0,0
35,3987.0,0.158,0.285,4,1,4,1,0,0,0
53,3543.0,0.228,0.589,4,1,1,0,0,0,0
47,3491.0,0.383,0.426,4,0,3,0,1,0,0
47,3314.0,0.275,0.204,6,1,1,0,0,0,0
33,2500.0,0.169,0.367,6,0,2,0,0,0,0
43,6421.0,0.208,0.073,3,0,2,1,0,0,0
35,3559.0,0.5,0.372,4,0,0,1,0,0,1
36,2500.0,0.116,0.194,6,0,1,0,0,0,0
42,4522.0,0.335,0.477,5,1,1,0,0,0,0
32,2500.0,0.13,0.345,5,2,4,0,0,0,0
52,4689.0,0.135,0.4,5,0,0,0,0,0,0
36,5414.0,0.166,0.035,3,0,3,0,0,0,0
44,5761.0,0.256,0.222,6,1,2,1,0,0,0
52,3387.0,0.118,0.46,1,0,1,0,0,0,0
48,3022.0,0.181,0.295,3,0,3,0,0,0,0
23,2748.0,0.395,0.234,1,2,0,0,0,1,0
42,2630.0,0.387,0.806,3,0,1,0,0,0,0
46,3613.0,0.193,0.159,3,0,2,0,0,0,0
46,3314.0,0.213,0.274,2,0,2,1,0,0,0
26,2511.0,0.447,0.342,5,1,3,0,0,0,0
31,2500.0,0.441,0.218,6,0,1,0,0,0,0
47,3467.0,0.341,0.562,9,0,1,1,0,0,1
30,2995.0,0.354,0.489,6,1,3,1,0,0,0
35,2500.0,0.118,0.181,7,1,2,0,0,0,0
53,5291.0,0.274,0.616,6,0,0,0,0,0,0
37,8082.0,0.21,0.371,5,0,2,0,0,0,0
30,5615.0,0.294,0.354,2,2,2,0,0,0,0
29,2633.0,0.288,0.678,5,1,3,0,0,0,0
41,3560.0,0.057,0.289,4,1,1,0,0,0,0
24,7282.0,0.035,0.228,2,0,1,1,0,0,0
35,2500.0,0.439,0.332,3,0,1,0,0,0,1
41,5178.0,0.423,0.286,3,0,3,2,0,0,0
50,2500.0,0.32,0.153,5,2,2,0,0,0,0
44,7768.0,0.412,0.168,4,0,2,0,0,0,0
30,3000.0,0.494,0.487,4,0,1,1,1,0,0
49,9928.0,0.488,0.367,5,0,1,1,0,0,0
35,7924.0,0.27,0.188,4,0,0,0,0,1,1
25,3471.0,0.468,0.711,0,0,0,0,0,0,0
36,2634.0,0.253,0.151,6,1,0,0,0,0,0
52,3974.0,0.408,0.456,4,0,1,0,0,0,0
39,3357.0,0.204,0.687,7,0,2,0,0,0,1
38,3039.0,0.217,0.105,7,0,2,0,1,0,0
54,2500.0,0.476,0.444,3,2,1,0,0,1,1
23,2888.0,0.163,0.196,10,0,4,1,0,1,0
25,2500.0,0.189,0.337,4,0,1,0,0,0,0
21,4667.0,0.103,0.214,4,0,0,0,1,0,0
41,5687.0,0.251,0.056,2,0,2,0,0,0,0
39,5081.0,0.279,0.653,6,1,4,0,0,0,0
53,4247.0,0.052,0.241,3,0,0,0,0,1,0
40,2500.0,0.382,0.355,1,0,4,0,0,0,0
33,3994.0,0.397,0.321,5,1,2,1,0,0,0
38,5202.0,0.104,0.124,2,1,3,0,1,0,0
39,2797.0,0.331,0.481,3,0,2,0,0,1,0
21,3841.0,0.35,0.265,4,0,2,0,0,0,0
65,3410.0,0.337,0.32,3,0,1,0,0,0,0
43,7693.0,0.383,0.66,2,0,4,0,0,0,0
40,5341.0,0.116,0.392,4,1,1,0,0,1,0
44,4789.0,0.21,0.08,8,0,0,0,1,0,0
45,2500.0,0.576,0.317,4,1,3,0,0,0,1
36,3935.0,0.365,0.374,5,0,2,0,0,0,0
31,3396.0,0.892,0.496,5,1,1,1,0,0,0
43,3382.0,0.279,0.531,4,1,2,0,0,0,0
41,2500.0,0.162,0.393,4,0,2,0,0,0,0
29,2500.0,0.167,0.573,9,0,1,0,0,0,0
52,3531.0,0.258,0.287,6,1,2,0,0,0,0
40,6012.0,0.07,0.384,4,0,0,0,1,0,0
45,2791.0,0.393,0.252,2,1,2,0,0,0,0
51,3041.0,0.147,0.201,3,0,1,0,0,0,0
38,8115.0,0.19,0.209,4,0,2,0,0,0,0
41,3186.0,0.307,0.663,2,0,2,0,1,1,1
46,3436.0,0.289,0.414,1,0,3,0,0,0,0
30,3457.0,0.262,0.291,2,0,2,0,0,0,0
38,2500.0,0.039,0.378,4,0,1,0,0,0,0
39,4709.0,0.456,0.343,4,0,1,0,0,0,0
28,2714.0,0.238,0.263,7,0,0,0,0,0,1
61,3592.0,0.235,0.069,4,0,4,0,0,0,0
23,4447.0,0.112,0.255,3,1,4,0,0,0,0
25,8727.0,0.398,0.806,2,0,2,1,1,0,0
51,2500.0,0.342,0.351,6,0,3,0,0,0,1
45,5374.0,0.357,0.433,2,0,2,0,0,0,0
27,5383.0,0.485,0.233,8,2,0,1,0,0,0
44,2732.0,0.353,0.468,2,0,0,0,0,3,1
52,4768.0,0.102,0.405,1,0,2,0,0,0,0
37,7628.0,0.071,0.231,3,0,0,0,0,0,0
63,2581.0,0.37,0.409,6,0,1,1,0,0,0
20,4059.0,0.463,0.446,5,0,1,0,0,0,0
44,4368.0,0.133,0.517,6,1,1,1,0,0,0
49,4630.0,0.319,0.603,6,0,1,0,0,0,0
46,5147.0,0.434,0.218,5,0,0,1,0,0,0
35,3924.0,0.15,0.174,1,0,2,0,0,1,1
35,4587.0,0.37,0.347,4,2,1,1,0,0,0
42,2500.0,0.269,0.195,2,1,3,1,0,0,0
46,3920.0,0.097,0.632,1,1,1,0,0,0,0
44,2938.0,0.416,0.545,2,0,1,1,2,0,0
48,2500.0,0.078,0.533,3,0,1,0,0,0,0
27,2895.0,0.139,0.426,2,0,1,0,0,0,0
35,4110.0,0.401,0.405,7,1,3,0,0,0,0
28,4430.0,0.133,0.438,3,2,0,1,0,0,0
34,2500.0,0.402,0.435,5,0,2,1,0,0,0
48,2500.0,0.325,0.208,4,1,0,0,0,0,0
39,5045.0,0.48,0.06,4,0,0,0,0,0,0
64,4576.0,0.437,0.118,6,1,2,0,0,0,0
39,5427.0,0.383,0.239,3,0,1,0,0,0,0
38,6738.0,0.309,0.604,5,1,0,0,0,0,0
39,4638.0,0.113,0.626,3,0,2,0,0,0,0
31,3021.0,0.034,0.34,9,0,3,1,0,0,0
37,3834.0,0.212,0.036,4,0,3,1,0,0,0
49,7684.0,0.484,0.329,5,0,0,0,0,0,0
39,12632.0,0.085,0.297,3,0,2,0,0,0,0
30,4485.0,0.295,0.457,5,0,2,0,0,0,0
28,4633.0,0.132,0.407,2,1,0,0,0,0,0
33,5047.0,0.242,0.3,5,1,2,0,0,0,0
38,3680.0,0.143,0.232,3,1,0,0,0,0,0
49,6147.0,0.231,0.541,3,0,2,0,0,0,0
24,5731.0,0.396,0.148,2,0,2,1,0,0,1
34,4270.0,0.183,0.376,4,0,1,0,0,0,0
39,3155.0,0.357,0.14,5,0,1,1,0,0,0
20,2500.0,0.274,0.437,11,0,3,0,0,0,0
29,5062.0,0.487,0.634,4,1,0,2,0,0,1
31,4007.0,0.327,0.089,9,0,3,1,0,0,0
30,2612.0,0.375,0.304,5,1,2,0,0,2,1
39,2500.0,0.276,0.657,3,1,3,2,0,0,1
36,4903.0,0.272,0.524,3,1,3,0,0,0,0
32,2500.0,0.413,0.54,6,0,0,0,0,0,1
42,4167.0,0.211,0.345,1,0,2,0,1,0,0
55,5322.0,0.243,0.464,5,0,1,0,0,0,0
54,4663.0,0.149,0.395,2,0,2,1,0,0,0
20,3054.0,0.313,0.547,4,2,4,1,0,1,1
43,2500.0,0.074,0.301,7,0,1,0,0,0,0
36,4742.0,0.619,0.193,2,0,2,0,0,0,0
39,6249.0,0.43,0.373,3,0,1,0,0,0,0
34,2814.0,0.178,0.255,3,0,2,0,0,0,0
39,4574.0,0.074,0.179,5,1,2,0,0,0,0
39,7418.0,0.576,0.21,5,0,1,0,0,0,0
32,4241.0,0.096,0.376,5,0,1,0,0,0,0
29,3045.0,0.513,0.343,3,0,1,0,0,0,0
33,5816.0,0.197,0.585,6,1,2,0,1,0,0
40,2613.0,0.097,0.291,4,0,1,0,1,0,0
43,2500.0,0.192,0.886,1,0,3,0,0,0,0
46,5248.0,0.159,0.343,2,0,0,0,0,0,0
33,3033.0,0.225,0.296,2,0,2,0,1,0,1
40,3158.0,0.484,0.527,4,0,0,1,0,0,0
47,2746.0,0.111,0.391,3,0,0,0,0,0,0
49,2943.0,0.189,0.092,2,0,0,0,0,1,0
37,6846.0,0.526,0.341,6,1,3,0,0,0,0
35,7693.0,0.554,0.194,5,0,0,0,0,0,0
39,8166.0,0.254,0.56,4,0,1,0,0,0,0
26,5946.0,0.213,0.147,2,0,3,0,0,0,0
36,4491.0,0.078,0.437,4,0,1,1,0,0,0
45,2500.0,0.421,0.193,6,0,2,0,0,0,0
44,3346.0,0.399,0.681,6,1,2,0,2,0,1
35,9610.0,0.404,0.385,2,1,2,0,0,1,0
40,2993.0,0.197,0.445,3,0,2,0,0,0,0
29,7197.0,0.203,0.598,4,1,2,1,0,0,0
45,3732.0,0.255,0.3,4,0,2,0,0,0,0
37,2500.0,0.132,0.276,7,3,1,0,0,0,0
35,4857.0,0.208,0.408,4,2,2,0,0,0,0
34,6437.0,0.497,0.333,3,0,1,1,0,0,0
37,3562.0,0.045,0.223,4,0,1,0,0,0,0
33,6342.0,0.267,0.404,5,0,3,0,1,0,0
44,2500.0,0.072,0.302,4,0,5,0,0,1,0
34,2500.0,0.489,0.296,1,1,2,0,0,1,0
53,3993.0,0.336,0.019,6,1,1,1,0,0,0
52,4513.0,0.356,0.675,7,0,1,0,0,0,0
29,6704.0,0.181,0.16,4,0,0,0,0,0,1
38,4854.0,0.37,0.261,1,1,1,0,0,0,0
31,2500.0,0.147,0.378,1,1,1,0,0,0,0
34,4007.0,0.136,0.639,6,0,1,0,0,1,0
58,4771.0,0.314,0.246,2,1,1,0,0,0,0
34,2500.0,0.162,0.248,3,2,1,0,0,0,0
41,3570.0,0.225,0.209,4,1,0,0,0,0,0
43,3131.0,0.102,0.428,6,0,1,0,0,0,0
27,2712.0,0.572,0.33,5,0,0,0,0,0,0
29,4557.0,0.05,0.26,4,1,1,1,0,0,0
25,2500.0,0.352,0.117,5,1,2,0,0,0,0
29,4392.0,0.49,0.15,6,0,1,0,0,0,0
20,4683.0,0.317,0.127,5,1,2,0,0,0,0
43,5929.0,0.223,0.185,5,0,0,0,0,0,0
58,2500.0,0.206,0.545,4,0,1,0,0,1,1
39,2500.0,0.279,0.051,10,1,2,2,0,0,0
23,4128.0,0.362,0.098,5,0,0,0,0,0,0
31,3201.0,0.156,0.252,4,0,1,1,0,0,0
33,13443.0,0.23,0.603,7,0,0,1,0,0,0
27,4475.0,0.562,0.199,3,0,0,0,0,0,0
46,3738.0,0.234,0.268,2,0,1,1,1,0,0
46,3369.0,0.146,0.382,1,0,1,0,2,0,0
26,2500.0,0.102,0.416,3,0,2,0,0,0,0
45,4693.0,0.506,0.272,5,1,1,1,0,0,0
53,3514.0,0.349,0.378,6,0,2,1,0,0,0
57,3515.0,0.48,0.299,4,0,2,0,0,0,0
65,3799.0,0.291,0.156,3,0,3,1,0,0,0
28,4022.0,0.199,0.217,3,0,4,0,0,0,0
65,2500.0,0.275,0.222,6,1,1,0,0,0,0
34,5306.0,0.088,0.578,3,0,2,0,0,1,1
32,2500.0,0.049,0.049,7,1,2,2,0,0,0
41,3422.0,0.22,0.546,7,1,5,0,0,1,0
32,6494.0,0.452,0.606,5,1,0,1,0,1,1
41,8109.0,0.393,0.216,4,0,1,0,0,1,1
24,2500.0,0.462,0.053,5,1,0,0,1,0,1
35,3691.0,0.158,0.403,7,1,6,0,0,0,0
50,4117.0,0.345,0.58,3,1,0,0,1,0,0
37,2500.0,0.181,0.281,4,0,1,1,0,0,0
39,5225.0,0.419,0.276,4,1,1,1,0,0,0
42,3837.0,0.476,0.328,4,0,2,0,0,0,1
49,3973.0,0.324,0.754,1,0,1,0,0,0,0
21,2500.0,0.33,0.365,4,0,2,0,0,0,0
43,4384.0,0.367,0.445,1,1,0,0,0,0,0
35,5309.0,0.439,0.652,2,1,0,0,0,1,1
39,3856.0,0.1,0.096,2,0,0,0,0,1,0
48,2889.0,0.442,0.765,5,0,2,0,0,0,0
26,2992.0,0.116,0.493,6,0,0,0,1,0,0
27,4021.0,0.343,0.366,0,0,1,0,0,0,1
20,3722.0,0.219,0.096,4,1,2,2,0,0,0
32,5471.0,0.454,0.114,4,0,0,0,0,0,0
51,2933.0,0.223,0.369,3,0,2,0,1,0,0
36,2500.0,0.331,0.539,9,0,2,0,0,0,0
24,4280.0,0.252,0.259,1,0,3,0,0,0,0
33,2937.0,0.268,0.565,1,0,0,0,0,0,0
23,5181.0,0.309,0.417,1,0,1,0,0,0,0
26,3653.0,0.356,0.146,4,1,3,0,0,0,0
41,4889.0,0.17,0.389,2,1,5,1,0,1,1
26,2500.0,0.255,0.491,4,1,0,0,0,0,0
49,3884.0,0.165,0.171,5,1,0,0,0,0,0
37,2658.0,0.128,0.537,5,0,0,0,0,0,0
38,2500.0,0.53,0.369,6,1,5,0,0,0,0
35,2500.0,0.128,0.269,5,0,2,2,0,0,0
45,2850.0,0.101,0.276,5,1,5,0,0,1,0
45,6375.0,0.173,0.439,4,1,1,1,0,0,0
41,2816.0,0.534,0.664,4,0,2,0,0,0,0
43,2500.0,0.316,0.172,6,2,3,2,1,0,0
35,3863.0,0.359,0.327,1,0,3,0,1,0,0
43,3689.0,0.595,0.21,4,1,3,0,0,0,0
34,2918.0,0.114,0.64,5,1,2,0,0,0,0
38,3386.0,0.487,0.087,1,0,0,0,0,0,0
35,5649.0,0.25,0.224,4,1,2,0,0,0,0
33,4924.0,0.081,0.03,3,1,0,0,0,0,0
31,4736.0,0.054,0.357,4,2,2,0,0,0,0
42,2500.0,0.373,0.228,4,0,2,0,0,1,0
51,13346.0,0.126,0.036,7,0,2,0,0,0,0
49,5843.0,0.181,0.284,1,0,2,0,0,0,0
25,4595.0,0.263,0.575,8,1,3,0,0,0,0
50,2500.0,0.025,0.4,3,1,4,0,0,0,0
34,5577.0,0.245,0.264,8,0,1,0,0,0,0
44,2906.0,0.048,0.582,6,1,1,0,0,0,1
28,3336.0,0.079,0.45,4,0,2,0,0,0,0
39,2500.0,0.152,0.469,3,0,3,1,0,0,0
41,2500.0,0.116,0.128,5,1,1,0,0,0,0
23,4435.0,0.032,0.331,2,1,1,2,0,0,1
44,5726.0,0.126,0.145,4,0,1,0,0,0,0
51,4955.0,0.431,0.574,4,0,1,0,0,0,0
36,4880.0,0.296,0.023,5,1,2,0,1,0,0
51,3536.0,0.289,0.267,3,1,1,0,0,0,0
36,3032.0,0.402,0.138,3,0,2,1,0,0,0
46,4146.0,0.552,0.219,7,0,1,0,0,0,0
20,5269.0,0.31,0.276,3,0,1,0,0,0,0
62,3649.0,0.564,0.333,3,0,2,1,0,1,1
52,6277.0,0.375,0.119,2,0,2,1,0,0,0
35,3305.0,0.158,0.436,7,2,2,0,0,0,0
20,2500.0,0.477,0.435,5,0,1,0,1,0,1
40,3624.0,0.235,0.598,4,1,1,0,0,0,1
23,3819.0,0.158,0.178,4,1,1,1,0,0,0
42,3509.0,0.12,0.391,2,0,2,1,0,1,1
42,6479.0,0.622,0.592,7,1,1,0,0,0,0
28,5231.0,0.391,0.077,3,0,2,0,0,0,0
49,2500.0,0.332,0.109,4,0,3,0,0,0,0
46,7262.0,0.2,0.124,6,0,2,2,0,0,0
47,2500.0,0.229,0.368,1,1,0,0,0,0,1
38,9585.0,0.349,0.172,4,1,1,0,0,0,0
23,3199.0,0.463,0.729,7,0,1,1,0,0,1
47,3343.0,0.275,0.323,4,0,2,0,0,1,0
35,3544.0,0.348,0.348,3,0,5,0,0,0,0
24,4330.0,0.162,0.296,3,1,1,1,0,0,0
51,3641.0,0.153,0.426,5,0,0,0,0,1,1
58,3429.0,0.221,0.431,6,0,0,1,0,0,0
37,6562.0,0.246,0.248,7,1,1,1,0,1,0
59,4696.0,0.524,0.249,5,0,1,1,0,0,0
38,2500.0,0.163,0.461,9,1,0,0,0,0,1
34,5081.0,0.234,0.114,3,1,2,1,0,0,0
31,4609.0,0.646,0.526,1,0,0,1,0,0,0
54,2849.0,0.114,0.169,5,0,1,0,0,0,0
30,5200.0,0.375,0.27,7,0,4,0,0,1,1
45,3392.0,0.066,0.478,6,0,0,1,0,0,0
32,3295.0,0.408,0.32,1,0,0,0,1,0,0
33,3255.0,0.311,0.226,4,0,1,0,0,0,0
48,2500.0,0.227,0.135,2,0,3,0,0,0,0
34,2873.0,0.472,0.192,6,2,1,0,0,0,0
33,5019.0,0.098,0.17,3,0,0,0,0,0,0
49,3604.0,0.308,0.694,4,1,5,1,0,0,0
53,2500.0,0.496,0.503,3,1,3,0,0,2,1
44,5620.0,0.11,0.085,4,1,2,0,0,0,0
31,3183.0,0.398,0.085,2,0,1,0,1,0,0
32,2500.0,0.371,0.454,6,0,1,0,0,0,0
38,9825.0,0.448,0.392,1,1,5,0,0,0,0
41,2500.0,0.2,0.419,2,1,0,0,0,0,0
28,5409.0,0.45,0.029,4,1,3,0,1,1,1
45,2576.0,0.181,0.216,4,1,1,0,0,0,0
38,3870.0,0.159,0.245,9,1,1,0,0,0,0
20,2500.0,0.358,0.093,6,0,1,0,0,0,0
28,2500.0,0.216,0.103,4,1,0,0,0,0,0
32,4605.0,0.246,0.459,5,0,3,0,0,0,0
37,4369.0,0.601,0.181,3,0,2,1,1,0,1
56,6094.0,0.445,0.214,2,0,1,1,0,0,0
40,3585.0,0.007,0.559,5,2,2,1,0,0,0
29,9889.0,0.247,0.326,5,1,1,1,0,0,0
40,4108.0,0.373,0.157,4,0,0,0,0,0,0
34,4699.0,0.051,0.381,6,0,1,0,0,0,0
41,2500.0,0.34,0.287,3,0,1,1,0,0,0
43,2762.0,0.333,0.058,1,2,2,0,0,0,0
50,4600.0,0.195,0.127,5,1,1,1,1,0,0
37,3506.0,0.202,0.046,6,1,0,1,0,0,0
54,3962.0,0.292,0.241,7,0,1,0,1,0,0
47,2521.0,0.202,0.442,3,0,2,0,0,0,0
30,3846.0,0.412,0.576,3,1,4,0,1,0,0
60,3840.0,0.443,0.347,2,0,1,1,0,0,0
41,2500.0,0.257,0.327,5,0,2,1,2,0,1
29,4862.0,0.387,0.623,1,0,1,1,0,0,0
54,2500.0,0.087,0.117,6,0,3,1,0,0,0
58,3956.0,0.122,0.214,6,0,2,0,0,0,1
37,8059.0,0.245,0.327,6,1,3,1,0,0,0
32,4946.0,0.083,0.624,8,0,1,0,0,0,0
36,4932.0,0.115,0.389,4,0,2,0,0,0,0
45,2500.0,0.487,0.163,5,0,1,0,0,0,0
50,8071.0,0.054,0.268,1,2,0,0,0,0,0
43,6765.0,0.133,0.457,6,0,0,0,0,0,0
39,2500.0,0.183,0.165,2,0,0,0,1,0,0
52,2941.0,0.266,0.227,1,0,2,0,0,0,0
34,6403.0,0.352,0.107,9,0,2,0,1,0,0
48,8170.0,0.229,0.449,5,1,0,0,0,0,0
35,2500.0,0.102,0.33,3,0,0,1,0,0,0
42,2500.0,0.183,0.114,7,0,1,1,0,0,0
36,3413.0,0.137,0.05,4,0,5,0,0,0,0
37,2500.0,0.33,0.407,7,1,1,0,0,0,0
34,3672.0,0.207,0.817,7,0,1,1,0,0,0
